,Unnamed: 0,id,name,price,effect,usage,picture,type,sale,number
1482,6498,1483,安乃近片,￥4.5,功效：解热镇痛药。用于发热、疼痛等。,用法用量： 口服成人常用量：一次0.5～1g，需要时服1次，最多一日3次。小儿：按体重一次10～20mg/kg，一日2～3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,31,353
1483,6508,1484,复方氨酚穿心莲片,￥0,功效：用于感冒引起的头痛、发热、鼻塞、咽痛等。,用法用量： 口服。一次4片，一日3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,21,167
1484,6510,1485,复方北豆根氨酚那敏片,￥0,功效：用于缓解普通感冒或流行性感冒引起的发热、头痛、鼻塞、流涕、咽痛等症状。,用法用量： 口服。成人一次1～2片，一日3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,49,130
1485,6532,1486,贝诺酯胶囊,￥12,功效：用于发热、头痛、神经痛、牙痛及手术后轻中度疼痛等。,用法用量： 口服 成人常用量：一次0.5～1.0g，一日3～4次，疗程不超过10天。老年人用药一日不超过2.6g，疗程不超过5天。,http://img.99.com.cn/99/drug/2014215747.jpg,家庭常备,43,281
1486,6561,1487,贝诺酯片,￥18.25,功效：用于普通感冒或流行性感冒引起的发热，也用于缓解轻至中度疼痛如头痛、关节痛、偏头痛、牙痛、肌肉痛、神经痛、痛经。,用法用量： 口服。成人一次3～5片，一日3～4次。老年人一日用量不超过13片。,http://img.99.com.cn/99/drug/1613361414.jpg,家庭常备,74,60
1487,6570,1488,沐舒坦(盐酸氨溴索缓释胶囊),￥38,功效：适用于痰液粘稠而不易咳出者。,用法用量： 口服，成人，一次1粒，一日1次,http://img.99.com.cn/99/drug/noimg.png,家庭常备,55,269
1488,6587,1489,安乃近片,￥0,功效：解热镇痛药。用于发热、疼痛等。,用法用量： 口服成人常用量：一次0.5～1g，需要时服1次，最多一日3次。小儿：按体重一次10～20mg/kg，一日2～3次。,https://img.99.com.cn/99/drug/1014374596.jpg,家庭常备,21,16
1489,6714,1490,安乃近片,￥0,功效：国药准字H43022128,用法用量： 口服成人常用量：一次0.5～1g，需要时服1次，最多一日3次。小儿：按体重一次10～20mg/kg，一日2～3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,29,13
1490,6724,1491,头孢羟氨苄甲氧苄啶胶囊,￥19,功效：用于敏感菌所致的尿路感染、皮肤软组织以及急性扁桃体炎、急性咽炎、中耳炎和肺部感染等，不宜用于重度感染。,"用法用量： 口服。成人：一次4 粒，旧3 次。严重感染者一次6 粒。小儿：按体重每日服用头抱羟氨苄0.025-00375g/ kg , 甲氧苄啶0.005-0.0075g/ kg ，分2-3 次服用。",http://img.99.com.cn/99/drug/2014082163.jpg,家庭常备,68,0
1491,6731,1492,注射用阿洛西林钠,￥0,功效：主要用于敏感的革兰阳性菌及阴性菌所致的各种感染以及铜绿假单胞菌感染，包括败血症，脑膜炎，心内膜炎，化脓性胸膜炎，腹膜炎及下呼吸道，胃肠道，胆道，泌尿道，骨及软组织和生殖器官等感染，妇科，产科感染，恶性外耳炎，烧伤，皮肤及手术感染等。,用法用量： 加入适量5%葡萄糖氯化钠注射液或5～10%葡萄糖注射液中，静脉滴注。成人一日6～10g，严重病例可增至10～16g，一般分2～4次滴注。儿童按体重一日75mg/kg，婴儿及新生儿按体重一日100mg/kg，分2～4次滴注。,http://img.99.com.cn/99/drug/1917025986.jpg,家庭常备,66,253
1492,6771,1493,安乃近片,￥0,功效：国药准字H65020033,用法用量： 口服成人常用量：一次0.5～1g，需要时服1次，最多一日3次。小儿：按体重一次10～20mg/kg，一日2～3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,25,255
1493,6816,1494,安乃近注射液,￥0,功效：解热镇痛药。用于发热、疼痛等。,用法用量： 深部肌肉注射一次0.25～0.5g；小儿一次5～10mg/kg。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,17,169
1494,6820,1495,苯甲酸利扎曲普坦片,￥0,功效：成人有或无先兆的偏头痛发作的急性治疗；FDA已批准用于儿童、青少年偏头痛(6-17岁)急性治疗。,用法用量： 口服给药，一次5～10mg(1～2片)，每次用药的时间间隔至少为2小时，一日最高剂量不得超过30mg(6片)。或遵医嘱。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,87,422
1495,6833,1496,氨酚麻美糖浆,￥0,功效：适用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咳嗽、咽痛等症状。,用法用量： 口服。1-3岁每次服5ml;4-6岁每次服7.5ml;　7-10岁每次服10ml;11-14岁每次服20ml，一日3-4次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,30,259
1496,6849,1497,安乃近片,￥0,功效：解热镇痛药。用于发热、疼痛等。,用法用量： 静脉滴注，用量视病情需要而定。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,2,266
1497,6852,1498,安乃近片,￥3.5,功效：解热镇痛药。用于发热、疼痛等。,用法用量： 口服成人常用量：一次0.5～1g，需要时服1次，最多一日3次。小儿：按体重一次10～20mg/kg，一日2～3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,61,248
1498,6925,1499,复方氨酚烷胺片,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1片，一日2次。,http://img.99.com.cn/99/drug/0315144031.jpg,家庭常备,60,167
1499,6926,1500,麝香跌打风湿膏,￥5.50,功效：祛风去湿，化瘀止痛。用于风湿痛，跌打损伤，肿痛。,用法用量： 外用，贴敷洗净患处。,http://img.99.com.cn/99/drug/0418540674.jpg,家庭常备,8,66
1500,6927,1501,跌打榜药酒,￥25.00,功效：消肿止痛。用于跌打损伤，积瘀肿痛。,用法用量： 暂无信息,http://img.99.com.cn/99/drug/0418413693.jpg,家庭常备,31,219
1501,6928,1502,氯芬黄敏片,￥0,功效：用于缓解感冒初期的发热,用法用量： 口服，一次1～2片，一日3次或遵医嘱。,http://img.99.com.cn/99/drug/2613492466.jpg,家庭常备,72,228
1502,6930,1503,梁财信跌打丸,￥8.80,功效：活血散瘀，消肿止痛。用于轻微跌打损伤，积瘀肿痛，筋骨扭伤。,用法用量： 口服，一次1丸，一日2次。外用，用淡酒将丸炖溶后涂擦患处,http://img.99.com.cn/99/drug/0419224570.jpg,家庭常备,61,296
1503,6931,1504,香砂六君丸,￥3.00,功效：益气健脾，和胃。用于脾虚气滞，消化不良，嗳气食少，脘腹胀满，大便溏泄。,用法用量： 口服。一次6～9克，一日2～3次,http://img.99.com.cn/99/drug/1117174591.jpg,家庭常备,96,300
1504,6935,1505,氨咖黄敏胶囊,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1～2粒，一日3次。,http://img.99.com.cn/99/drug/2913561542.jpg,家庭常备,65,95
1505,6940,1506,感冒清片,￥5.50,功效：疏风解表，清热解毒。用于风热感冒，发烧，头痛，鼻塞流涕，喷嚏，咽喉肿痛，全身酸痛等症。,用法用量： 口服，一次2片，一日3次。,http://img.99.com.cn/99/drug/0421274466.jpg,家庭常备,15,204
1506,6942,1507,复方氨酚烷胺片,￥9,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1片，一日2次。,http://img.99.com.cn/99/drug/2817265067.jpg,家庭常备,31,273
1507,6967,1508,复方氨酚烷胺胶囊,￥8,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状，也可用于流行性感冒的预防和治疗。,用法用量： 口服。成人，一次1粒，一日2次。,http://img.99.com.cn/99/drug/0610462336.jpg,家庭常备,4,362
1508,6970,1509,复方氨酚苯海拉明片,￥0,功效：本品适用于伤风感冒引起的发热、头痛、鼻塞流涕、喷嚏、肌肉酸痛，且伴有咳喘症状者。,用法用量： 口服。成人及12岁以上的儿童，每次1—2片;12岁以下的儿童，每次1/2片，每日3次。,http://img.99.com.cn/99/drug/1511113796.jpg,家庭常备,60,418
1509,6995,1510,风油精,￥0,功效：清凉，止痛，驱风，止痒。用于蚊虫叮咬及伤风感冒引起的头痛，头晕，晕车不适。,用法用量： 外用，涂擦于患处。口服，一次4-6滴。,http://img.99.com.cn/99/drug/0419484664.jpg,家庭常备,11,303
1510,6997,1511,外用重组牛碱性成纤维细胞生长因子,￥0,功效：促进创面愈合，用于烧伤创面(包括浅Ⅱ度、深Ⅱ度、肉芽创面)、慢性创面(包括体表慢性溃疡等)和新鲜创面(包括外伤、供皮区创面、手术伤等)。,用法用量： 把溶媒加入西林瓶中，使冻干粉充分溶解后，直接用于伤患处或在伤患处覆以适当大小的消毒纱布，充分均匀喷湿纱布(以药液不溢出为准)，适当包扎即可，推荐剂量每次150AU/cm2，每日一次，或遵医嘱。,http://img.99.com.cn/99/drug/1516543658.jpg,家庭常备,64,357
1511,7006,1512,安乃近片,￥0,功效：主要用于退热，亦用于治疗急性关节炎、头痛、风湿性痛、牙痛及肌肉痛等。,用法用量： 口服成人常用量：一次0.5～1g，需要时服1次，最多一日3次。小儿：按体重一次10～20mg/kg，一日2～3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,22,125
1512,7033,1513,跌打万花油,￥1.50,功效：消肿散撩，舒筋活络止痛。用于治疗跌打损伤，扭伤，轻度水火烫伤。,用法用量： 外用，擦敷患处,http://img.99.com.cn/99/drug/0419240719.jpg,家庭常备,75,367
1513,7034,1514,风热感冒冲剂,￥6.70,功效：解表发汗，疏风散寒。用于风热感冒，发热，有汗，鼻塞，头痛，咽痛，咳嗽，多痰。,用法用量： 口服，一次1袋，一日3次。,http://img.99.com.cn/99/drug/0420593278.jpg,家庭常备,27,429
1514,7035,1515,小儿氨酚黄那敏颗粒,￥15,功效：适用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 温开水冲服。12岁以下儿童用量见下表：2～3岁， 12～14公斤， 0.5～1片/次， 一日3次4～6岁， 16～20公斤， 1～1.5片/次， 一日3次7～9岁， 22～26公斤， 1.5～2片/次， 一日3次10～12岁， 28～32公斤，2～2.5片/次， 一日3次,http://img.99.com.cn/99/drug/2513363592.jpg,家庭常备,7,464
1515,7047,1516,豆腐果苷片,￥0,功效：用于缓解神经官能症的头疼、头昏及睡眠障碍，辅助治疗原发性头疼。,用法用量： 口服。成人一次0.5～1片，一日3次。必要时可睡前加服0.5片。,http://img.99.com.cn/99/drug/2814594932.jpg,家庭常备,18,94
1516,7053,1517,风寒感冒冲剂,￥0,功效：解表发汗，疏风散寒。用于风寒感冒，发热，头痛，恶寒，无汗，咳嗽，鼻塞，流清涕。,用法用量： 口服，一次1袋，一日3次。,http://img.99.com.cn/99/drug/0421110386.jpg,家庭常备,77,187
1517,7054,1518,腰息痛胶囊,￥15.00,功效：舒筋活络，祛瘀止痛，活血驱风。用于风湿性关节炎，肥大性腰椎炎，肥大性胸椎炎，颈椎炎，坐骨神经痛，腰肌劳损。,用法用量： 口服，一次2粒，一日3次，饭后服。,http://img.99.com.cn/99/drug/0419080990.jpg,家庭常备,71,90
1518,7055,1519,香砂六君丸,￥9.50,功效：益气健脾，和胃。用于脾虚气滞，消化不良，嗳气食少，脘腹胀满，大便溏泄。,用法用量： 口服，一次2/3&mdash;1袋（6-9克），一日2-3次。,http://img.99.com.cn/99/drug/1115572816.jpg,家庭常备,97,254
1519,7056,1520,牛磺酸颗粒,￥0,功效：解热消炎药。用于缓解感冒初期的发热，治疗小儿感冒、发热、上呼吸道感染,用法用量： 口服。一次用量：2岁0.4克，3-5岁0.6克，6-8岁0.8克，9-13岁1.0-1.2克，14岁以上儿童及成人1.2-1.6克，一日3次。,http://img.99.com.cn/99/drug/2810303414.jpg,家庭常备,60,177
1520,7058,1521,氨咖黄敏胶囊,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1～2粒，一日3次。,http://img.99.com.cn/99/drug/2910564491.jpg,家庭常备,91,196
1521,7059,1522,复方救必应胶囊,￥6.2,功效：清热解毒，利湿止痛。用于腹泻、胃肠炎等。,用法用量： 口服，一次2粒，一日3次。,http://img.99.com.cn/99/drug/042051362.jpg,家庭常备,48,472
1522,7095,1523,少林风湿跌打膏,￥8.50,功效：散瘀活血，舒筋止痛，祛风散寒。用于跌打损伤，腰肢酸麻，腹内积聚，风湿痛。,用法用量： 贴患处。,http://img.99.com.cn/99/drug/0419134911.png,家庭常备,76,394
1523,7098,1524,复方氨酚苯海拉明片,￥0,功效：本品适用于伤风感冒引起的发热、头痛、鼻塞流涕、喷嚏、肌肉酸痛，且伴有咳喘症状者。,用法用量： 口服。成人及12岁以上的儿童，每次1—2片;12岁以下的儿童，每次1/2片，每日3次。,http://img.99.com.cn/99/drug/151112226.jpg,家庭常备,24,421
1524,7102,1525,拔毒膏,￥5.00,功效：清热解毒，活血消肿。多用于治疗疖疔痛发、有头疽之初期或化脓期等病。,用法用量： 加热软化，贴于患处，隔日换药一次，溃脓时每日换药一次。,http://img.99.com.cn/99/drug/0815592154.jpg,家庭常备,42,406
1525,7103,1526,健胃消食片,￥0,功效：健胃消食。用于脾胃虚弱所致的食积，症见不思饮食、嗳腐酸臭、脘腹胀满；消化不良见上述证候者。,用法用量： 口服，可以咀嚼，一次3片，一日3次。小儿酌减。,http://img.99.com.cn/99/drug/0419523731.jpg,家庭常备,70,57
1526,7104,1527,风热感冒颗粒,￥8.50,功效：疏风清热、利咽解毒。用于风热感冒，发热，有汗。鼻塞，头痛，咽痛，咳嗽，多痰。,用法用量： 口服， 1次 1袋， 一日 3次;小儿酌减,http://img.99.com.cn/99/drug/0421042320.jpg,家庭常备,76,35
1527,7113,1528,氨咖黄敏胶囊,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1～2粒，一日3次。,http://img.99.com.cn/99/drug/2914014175.jpg,家庭常备,18,285
1528,7115,1529,氨咖黄敏胶囊,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1～2粒，一日3次。,http://img.99.com.cn/99/drug/2914080615.jpg,家庭常备,1,55
1529,7122,1530,大山楂颗粒,￥6,功效：开胃消食。用于食欲不振，消化不良，脘腹胀痛。,用法用量： 开水冲服，一次1袋，一日3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,89,34
1530,7126,1531,小儿氨酚黄那敏颗粒,￥0,功效：适用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 温开水冲服。12岁以下儿童用量见下表：2～3岁， 12～14公斤， 0.5～1片/次， 一日3次4～6岁， 16～20公斤， 1～1.5片/次， 一日3次7～9岁， 22～26公斤， 1.5～2片/次， 一日3次10～12岁， 28～32公斤，2～2.5片/次， 一日3次,http://img.99.com.cn/99/drug/2514122354.jpg,家庭常备,13,475
1531,7134,1532,酚氨咖敏颗粒,￥0,功效：解热镇痛药。用于感冒、发热、头痛、神经痛及风湿痛等。,用法用量： 冲服。一次1袋，一日3次或遵医嘱。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,43,37
1532,7148,1533,氯唑沙宗片,￥5.9,功效：适用于各种急、慢性软组织（肌肉、韧带、筋膜）扭伤、挫伤运动后肌肉酸痛、肌肉劳损所引起的疼痛，由中枢神经病变引起的肌肉痉挛，以及慢性筋膜炎等。,用法用量： 饭后服用。成人一次0.2～0.4g，一日3次，症状严重者可酌情加量，儿童遵医嘱。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,75,59
1533,7153,1534,注射用头孢呋辛钠,￥0,"功效：用于敏感菌所致的以下病症:1．呼吸道感染:急、慢性支气管炎,感染性支气管扩张症,细菌性肺炎,肺脓肿和术后胸腔感染。2．耳、鼻、喉科感染:鼻窦炎、扁桃腺炎、咽炎。3．泌尿道感染:急、慢性肾盂肾炎、膀胱炎及无症状的菌尿症。4．皮肤和软组织感染:蜂窝织炎、丹毒、腹膜炎及创伤感染。5．骨和关节感染:骨髓炎及脓毒性关节炎。","用法用量： 肌内注射、静脉注射或静脉滴注。1    肌内注射:0.25g注射用头孢呋辛钠加1ml注射用水或0.75g注射用头孢呋辛钠加3ml注射用水,轻轻摇匀使成为不透明的混悬液。2    静脉注射:0.25g注射用头孢呋辛钠最少加2ml注射用水或0.75g注射用头孢呋辛钠最少加6ml注射用水,使溶解成黄色的澄清溶液。3    静脉滴注:可将1.5g注射用头孢呋辛钠溶于50ml注射用水中或与大多数常用的静脉注射液配伍(氨基糖苷类除外)。一般或中度感染:一次0.75g,一日3次,肌内或静脉注射。重症感染:剂量加倍,一次1.5g,一日3次,静脉滴注20～30分钟。婴儿和儿童按体重一日30～100mg/kg,分3～4次给药。",http://img.99.com.cn/99/drug/0211250126.jpg,家庭常备,24,331
1534,7155,1535,维生素C泡腾片,￥0,功效：补充各种维生素 ，增强机体抗病能力；在炎热的夏季汗出过多，可以补充体液，预防中暑；对学生及儿童可以纠正由维生素缺乏所引起的精力不集中、记忆力下降等现象。,用法用量： 用温水或冷水溶解后服用，溶解后成为一杯鲜甜味美的饮品。成人，一日1-2片，一日内服用不得超过2片；儿童一日半片。,http://img.99.com.cn/99/drug/2614061943.jpg,家庭常备,40,471
1535,7161,1536,复方氨酚烷胺片,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1片，一日2次。,http://img.99.com.cn/99/drug/3114191595.jpg,家庭常备,94,456
1536,7163,1537,氨咖黄敏胶囊,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1～2粒，一日3次。,http://img.99.com.cn/99/drug/2910581685.jpg,家庭常备,43,383
1537,7164,1538,氨咖黄敏胶囊,￥3.8,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1～2粒，一日3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,20,376
1538,7165,1539,氯芬黄敏片,￥0,功效：用于缓解感冒初期的发热,用法用量： 口服，一次1～2片，一日3次或遵医嘱。,http://img.99.com.cn/99/drug/2613435041.jpg,家庭常备,23,33
1539,7192,1540,牛磺酸颗粒,￥0,功效：解热消炎药。用于缓解感冒初期的发热，治疗小儿感冒、发热、上呼吸道感染,用法用量： 口服。一次用量：2岁0.4克，3-5岁0.6克，6-8岁0.8克，9-13岁1.0-1.2克，14岁以上儿童及成人1.2-1.6克，一日3次。,http://img.99.com.cn/99/drug/2810252269.jpg,家庭常备,81,400
1540,7193,1541,疤痕止痒软化膏,￥108.00,功效：活血柔皮，除湿止痒。用于灼伤或手术后的增殖性疤痕等。,用法用量： 本品为橡胶膏剂，1.5*7厘米，2.7*10厘米，按疤痕大小剪取本品，贴在疤痕表面，每2～3天换1次，疤痕处若有漏口，将漏口处好的橡胶膏剪去，以便脓水的引流。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,42,129
1541,7202,1542,氨咖黄敏胶囊,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1～2粒，一日3次。,http://img.99.com.cn/99/drug/2910533347.jpg,家庭常备,70,425
1542,7224,1543,复方氨酚烷胺片,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1片，一日2次。,http://img.99.com.cn/99/drug/311551198.jpg,家庭常备,74,123
1543,7239,1544,救尔心胶囊,￥22.00,功效：活血化瘀，通窍止痛，扩张血管流量，用于冠心病心绞痛等症。,用法用量： 口服。一次2-4粒，一日3次。,http://img.99.com.cn/99/drug/1014030625.jpg,家庭常备,76,90
1544,7244,1545,风油精,￥32,功效：清凉，止痛，驱风，止痒。用于蚊虫叮咬及伤风感冒引起的头痛，头晕，晕车不适。,用法用量： 外用，涂擦于患处。口服，一次4-6滴。,http://img.99.com.cn/99/drug/0420344184.jpg,家庭常备,30,474
1545,7256,1546,复方氨酚烷胺胶囊,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状，也可用于流行性感冒的预防和治疗。,用法用量： 口服。成人，一次1粒，一日2次。,http://img.99.com.cn/99/drug/0610514550.jpg,家庭常备,3,260
1546,7271,1547,小儿氨酚黄那敏颗粒,￥4.93,功效：适用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 温开水冲服。12岁以下儿童用量见下表：2～3岁， 12～14公斤， 0.5～1片/次， 一日3次4～6岁， 16～20公斤， 1～1.5片/次， 一日3次7～9岁， 22～26公斤， 1.5～2片/次， 一日3次10～12岁， 28～32公斤，2～2.5片/次， 一日3次,http://img.99.com.cn/99/drug/0419021911.jpg,家庭常备,28,283
1547,7276,1548,复方氨酚烷胺片,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1片，一日2次。,http://img.99.com.cn/99/drug/2816430244.jpg,家庭常备,57,76
1548,7284,1549,烧烫伤膏,￥11.50,功效：清热解毒，消肿止痛。用于轻度水、火烫伤。,用法用量： 涂敷患处。,http://img.99.com.cn/99/drug/0419285097.png,家庭常备,30,51
1549,7286,1550,跌打丸,￥5.50,功效：活血散瘀，消肿止痛。用于跌打损伤，瘀血肿痛，闪腰岔气,用法用量： 口服，一次1丸，一日2次,http://img.99.com.cn/99/drug/0418500883.jpg,家庭常备,27,148
1550,7300,1551,注射用头孢呋辛钠,￥0,"功效：用于敏感菌所致的以下病症:1．呼吸道感染:急、慢性支气管炎,感染性支气管扩张症,细菌性肺炎,肺脓肿和术后胸腔感染。2．耳、鼻、喉科感染:鼻窦炎、扁桃腺炎、咽炎。3．泌尿道感染:急、慢性肾盂肾炎、膀胱炎及无症状的菌尿症。4．皮肤和软组织感染:蜂窝织炎、丹毒、腹膜炎及创伤感染。5．骨和关节感染:骨髓炎及脓毒性关节炎。","用法用量： 肌内注射、静脉注射或静脉滴注。1    肌内注射:0.25g注射用头孢呋辛钠加1ml注射用水或0.75g注射用头孢呋辛钠加3ml注射用水,轻轻摇匀使成为不透明的混悬液。2    静脉注射:0.25g注射用头孢呋辛钠最少加2ml注射用水或0.75g注射用头孢呋辛钠最少加6ml注射用水,使溶解成黄色的澄清溶液。3    静脉滴注:可将1.5g注射用头孢呋辛钠溶于50ml注射用水中或与大多数常用的静脉注射液配伍(氨基糖苷类除外)。一般或中度感染:一次0.75g,一日3次,肌内或静脉注射。重症感染:剂量加倍,一次1.5g,一日3次,静脉滴注20～30分钟。婴儿和儿童按体重一日30～100mg/kg,分3～4次给药。",http://img.99.com.cn/99/drug/0211201993.jpg,家庭常备,31,178
1551,7310,1552,盐酸吗啉胍片,￥0,功效：用于流感病毒及疱疹病毒感染．,用法用量： 口服。 成人：一次0.2g，一日3～4次。小儿：按体重一日10mg/kg，分3次服用。,http://img.99.com.cn/99/drug/2913261785.jpg,家庭常备,16,441
1552,7312,1553,氯唑沙宗片,￥5,功效：适用于各种急、慢性软组织（肌肉、韧带、筋膜）扭伤、挫伤运动后肌肉酸痛、肌肉劳损所引起的疼痛，由中枢神经病变引起的肌肉痉挛，以及慢性筋膜炎等。,用法用量： 饭后服用。成人一次0.2～0.4g，一日3次，症状严重者可酌情加量，儿童遵医嘱。,http://img.99.com.cn/99/drug/2813581044.jpg,家庭常备,56,430
1553,7313,1554,复方氨酚烷胺胶囊,￥15,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状，也可用于流行性感冒的预防和治疗。,用法用量： 口服。成人，一次1粒，一日2次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,35,267
1554,7319,1555,罗通定片,￥9.8,功效：用于头痛、月经痛以及助眠等。,用法用量： 口服。镇痛，成人一次60～120毫克；助眠，成人一次30～90毫克；一日3次。,http://img.99.com.cn/99/drug/noimg.png,家庭常备,5,287
1555,7321,1556,风寒感冒冲剂,￥10.00,功效：解表发汗，疏风散寒。用于感冒身热，头痛，咳嗽，鼻塞，流涕,用法用量： 口服，一日 3次，一次 1袋;小儿酌减,http://img.99.com.cn/99/drug/noimg.png,家庭常备,58,313
1556,7336,1557,氨咖黄敏胶囊,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1～2粒，一日3次。,http://img.99.com.cn/99/drug/2914372456.jpg,家庭常备,88,339
1557,7350,1558,复方氨酚烷胺片,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1片，一日2次。,http://img.99.com.cn/99/drug/3113303043.jpg,家庭常备,90,305
1558,7363,1559,砂连和胃胶囊,￥30.50,功效：苗医怡迄麦靓麦微艿，替笨维适，挡蒙：蒙逢秋，洛项。中医清热养阴，理气和胃。用于胃热阴伤，兼有气滞所致的胃脘疼痛，口臭，呃逆，胁痛。,用法用量： 口服；一次4粒，一日3次；饭前半小时服用；痛时可临时加服4粒。,http://img.99.com.cn/99/drug/0816230596.jpg,家庭常备,14,17
1559,7370,1560,复方氨酚烷胺片,￥0,功效：暂无信息适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1片，一日2次。,http://img.99.com.cn/99/drug/3116164552.jpg,家庭常备,96,479
1560,7387,1561,氯唑沙宗片,￥0,功效：适用于各种急、慢性软组织（肌肉、韧带、筋膜）扭伤、挫伤运动后肌肉酸痛、肌肉劳损所引起的疼痛，由中枢神经病变引起的肌肉痉挛，以及慢性筋膜炎等。,用法用量： 饭后服用。成人一次0.2～0.4g，一日3次，症状严重者可酌情加量，儿童遵医嘱。,http://img.99.com.cn/99/drug/2814010459.jpg,家庭常备,42,178
1561,7390,1562,复方氨酚烷胺胶囊,￥8.19,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状，也可用于流行性感冒的预防和治疗。,用法用量： 口服。成人，一次1粒，一日2次。,http://img.99.com.cn/99/drug/0611085224.jpg,家庭常备,49,293
1562,7393,1563,复方氨酚烷胺片,￥0,功效：适用于缓解普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,用法用量： 口服。成人，一次1片，一日2次。,http://img.99.com.cn/99/drug/0315160690.jpg,家庭常备,43,115
